title,href,date,description,keywords
Replication Data for: Genetic Attributions: Sign of Intolerance or Acceptance?  ,/dataset.xhtml?persistentId=doi:10.7910/DVN/JNFMNQ,"Dec 15, 2017","Many scholars argue that people who attribute human characteristics to genetic causes also tend to hold politically and socially problematic attitudes. More specifically, public acceptance of genetic influences is believed to be associated with intolerance, prejudice, and the legitimation of social inequities and laissez-faire policies. We test these expectations with original data from two nationally representative samples that allow us to identify the American public’s attributional patterns across 18 diverse traits. Key findings are: 1.) genetic attributions are actually more likely to be made by liberals, not conservatives; 2.) genetic attributions are associated with higher, not lower, levels of tolerance of vulnerable individuals; and 3.) genetic attributions do not correlate with unseemly racial attitudes.","genetics, public opinion, trait attributions, tolerance"
"Replication Data for: ""Signaling sophistication: How social expectations can increase political information acquisition""",/dataset.xhtml?persistentId=doi:10.7910/DVN/VAY7ZQ,"Dec 11, 2017","Replication data and code for: John Marshall, ""Signaling sophistication: How social expectations can increase political information acquisition"" (2017-12-09)","Information acquisition, Elections, Mexico, Political knowledge, Signaling"
"Replication Data for ""Legislative Rules in an Electoral Authoritarian System""",/dataset.xhtml?persistentId=doi:10.7910/DVN/28POAO,"Dec 7, 2017",These files contain replication data for our analysis of the Hong Kong LegCo (2017-12-07),
Replication Data for: Can the Government Deter Discrimination? Evidence from a Randomized Intervention in New York City,/dataset.xhtml?persistentId=doi:10.7910/DVN/CF44OW,"Dec 4, 2017","Racial discrimination persists despite established anti-discrimination laws. A common government strategy to deter discrimination is to publicize the law and communicate potential penalties for violations. We study this strategy by coupling an audit experiment with a randomized intervention involving nearly 700 landlords in New York City and report the first causal estimates of the effect on rental discrimination against Blacks and Hispanics of a targeted government messaging campaign. We uncover discrimination levels higher than prior estimates indicate, especially against Hispanics, who are approximately six percentage points less likely to receive callbacks and offers than whites. We find suggestive evidence that government messaging can reduce discrimination against Hispanics, but not against Blacks. The findings confirm discrimination's persistence and suggest that government messaging can address it in some settings, but more work is needed to understand the conditions under which such appeals are most effective. (2017-12-02)","government communication, discrimination, political economy of race, behavioral policy compliance, field experiment"
Replication Data for: The Importance of Knowing ‘What Goes With What’: Reinterpreting the Evidence on Policy Attitude Stability 	,/dataset.xhtml?persistentId=doi:10.7910/DVN/92SKA2,"Dec 1, 2017","Replication files for the figures and tables. To run the code, create two subfolders: ""Output,"" which should be empty. ""Data"" which should have all the data files moved into it. Within the Data folder, create a subfolder called ""temporary."" Uploaded this file structure but Dataverse doesn't keep it.",Attitude stability
Replication Data for: Measuring Morality in Political Attitude Expression,/dataset.xhtml?persistentId=doi:10.7910/DVN/WJXCT8,"Nov 29, 2017","This study explores whether and how individuals evoke moral considerations when discussing their political beliefs. Analyzing open-ended responses in the 2012 American National Election Study (ANES) using a previously validated dictionary, I find systematic ideological differences in moral reasoning---even when respondents are not explicitly asked about morality. The study proceeds to show that the reliance on moral considerations in attitude expression is amplified by the moral content of individual media environments. (2017-11-28)","Moral Foundations Theory, Open-ended Survey Responses, Text Analysis, Media Contents"
Replication Data for: Revolving Door Lobbyists and the Value of Congressional Staff Connections,/dataset.xhtml?persistentId=doi:10.7910/DVN/LBUXPQ,"Nov 29, 2017","This dataset contains the files necessary to replicate all of the main results in the final article. Included is the primary dataset, an R file with code to replicate the models, figures and tables, and a Stata .do file to recreate the predicted values used in the data visualization within the paper. The R file ""replication.r"" is the primary file for replication. (2017-11-26)","Congressional staff, lobbying, revolving door"
Replication Data for: Resist to Commit: Concrete Campaign Statements and the Need to Clarify a Partisan Reputation,/dataset.xhtml?persistentId=doi:10.7910/DVN/QV7AJH,"Nov 26, 2017","Data files for reproducing all models in ""Resist to Commit."" The party-election-level data (i.e. ""EL_JOP_RepData.dta"") is the combination of Seki & Williams (2014), ""MPDataset_MPDS2015a.csv"", the Comparative Political Data set (Armingeon et al. 2015), and our measure of manifesto concreteness. This data reproduces the models in the main text and the models in Appendices B & C. Each variable in the data files is described in the data. Separate files exist for reproducing the analyses in Appendix A. Please contact the authors for information regarding the data generating process. (2016)","comparative manifestos data project, MTurk, party reputation, campaign statements, government performance"
Replication Data for: Social Signals and Participation in the Tunisian Revolution,/dataset.xhtml?persistentId=doi:10.7910/DVN/IUJPYK,"Nov 21, 2017","This archive includes replication materials for Doherty and Schraeder's ""Social Signals and Participation in the Tunisian Revolution."" To conduct replication you should put the two data files and two DO files in a folder and nest an empty folder named ""tables"" in that folder. In the replication.do file, set the working directory to this ""tables"" folder. FILES: 2012_survey.dta: Data from 2012 Survey adbii_merged_data_file_english_final_0.dta: Data from second wave of Arab Barometer (also available here: http://www.arabbarometer.org/instruments-and-data-files) replication.do: Stata DO file to set directory and conduct analysis of 2012 Survey. This file calls ab_replication.do. ab_replication.do: Conduct recoding and analysis of Arab Barometer, Second Wave data. (2012-06-22)","participation, revolution, social influences"
Replication Data for: The Pathology of Hard Propaganda,/dataset.xhtml?persistentId=doi:10.7910/DVN/6NSLSM,"Nov 20, 2017","Replication data (in Stata 15 format) and codes for the article ""The Pathology of Hard Propaganda.""",
Replication Data for: Language Influences Public Attitudes Toward Gender Equality,/dataset.xhtml?persistentId=doi:10.7910/DVN/01LN9W,"Nov 1, 2017","These data consist of three datasets (in Stata format) and 3 batch files to replicate the findings reported in Studies 1-3 in the article, ""Language Influences Public Attitudes Toward Gender Equality."" (2017-10-26)",
The Effect of the Voting Rights Act on Enfranchisement: Evidence from North Carolina,/dataset.xhtml?persistentId=doi:10.7910/DVN/4G2DBT,"Oct 25, 2017","Replication material for ""The Effect of the Voting Rights Act on Enfranchisement: Evidence from North Carolina"" (2017-10-01)","voter registration, voter turnout, race and politics, causal inference"
"Replication Data for: Share the Name, Share the Vote: A Natural Experiment of Name Recognition",/dataset.xhtml?persistentId=doi:10.7910/DVN/MLH2FY,"Oct 25, 2017","Do candidates garner more votes simply ecause their names are better recognized? To answer this question, we utilize elections to the Japanese House of Councillors as a natural experiment. Members are elected in national and local-level districts. To isolate the effect of name recognition on vote choice, we compare the vote shares of national district candidates in high name recognition prefectures—which we define as prefectures in which a national candidate shares the same surname as a local district candidate—and the other low name recognition prefectures. Our research design addresses internal and external validity problems from which previous studies suffer. We find that national candidates obtain 69% larger vote shares in high as opposed to low name recognition prefectures. This result holds when controlling for idiosyncratic characteristics of national candidates and prefecture-specific surname popularity.","Mere Exposure Effect, Recognition Heuristic, Election, Voting, Japan"
"Replication Data for: Multiple Measurements, Elusive Agreement, and Unstable Outcomes in the Study of Regime Change",/dataset.xhtml?persistentId=doi:10.7910/DVN/61JJI3,"Oct 23, 2017","The replication data contain all files necessary to replicate the empirical analyses and robustness checks presented in ""Multiple Measurements, Elusive Agreement, and Unstable Outcomes in the Study of Regime Change"" (Hans Lueders & Ellen Lust): (1) R code file (FH_Polity permutations.R) that computes the number of permutations of Freedom House and Polity subscores, plus the Freedom House (FH_subscores_all years.csv) and Polity data (politydata.csv) required to compute the number of permutations that occur. (2) The regime type dataset used to code regime change (LuedersLust2017_regimetypedata.dta). (3) A STATA do-file that creates indicators of regime change and conducts all analyses reported in the paper and appendix (LuedersLust2017_replication.do). (4) A STATA do-file that conducts the robustness checks of nine published studies of regime change (LuedersLust2017_replication_robustnesschecks.do). (5) The replication data of these nine studies, to which we added the regime change indicators. We obtained permission from the authors of all studies to share their data (nine .dta files). (2017-10-15)",
